station,city,state,country,data_source,longitude,latitude,data_type,ts,aqius,aqicn,pm25,pm10,tp,tp_min,hu,pr,ws,wd,pop,ic,hour,date,weekday,aqi_level,aqi_color,comment
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 17:00:00+00:00,84.0,39.0,27.0,,15,,35,1019,1.76,326,0,01n,17,2024-11-01,Friday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 16:00:00+00:00,105.0,53.0,37.0,,15,,34,1020,1.7,325,0,01n,16,2024-11-01,Friday,Unhealthy for Sensitive Groups,#FF9933,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 15:00:00+00:00,105.0,53.0,37.0,,16,,33,1020,1.72,319,0,01n,15,2024-11-01,Friday,Unhealthy for Sensitive Groups,#FF9933,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 14:00:00+00:00,132.0,66.0,48.0,,16,,32,1020,1.76,317,0,01n,14,2024-11-01,Friday,Unhealthy for Sensitive Groups,#FF9933,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 13:00:00+00:00,81.0,36.0,25.0,,17,,31,1020,1.84,320,0,01n,13,2024-11-01,Friday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 12:00:00+00:00,71.0,29.0,20.0,,17,,30,1020,1.92,322,0,01n,12,2024-11-01,Friday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 11:00:00+00:00,69.0,27.0,19.0,,18,,29,1020,2.35,320,0,01n,11,2024-11-01,Friday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 10:00:00+00:00,64.0,23.0,16.0,,19,,27,1019,2.78,318,0,01n,10,2024-11-01,Friday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 09:00:00+00:00,68.0,26.0,18.0,,20,,25,1018,3.29,318,0,01n,9,2024-11-01,Friday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 08:00:00+00:00,134.0,68.0,49.0,,21,,21,1017,3.95,322,0,01d,8,2024-11-01,Friday,Unhealthy for Sensitive Groups,#FF9933,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 07:00:00+00:00,69.0,27.0,19.0,,22,,21,1017,3.61,323,0,01d,7,2024-11-01,Friday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 06:00:00+00:00,60.0,20.0,14.0,,22,,21,1017,3.71,317,0,01d,6,2024-11-01,Friday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 05:00:00+00:00,79.0,34.0,24.0,,22,,20,1017,3.73,312,0,01d,5,2024-11-01,Friday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 04:00:00+00:00,112.0,56.0,40.0,,22,,20,1018,3.32,307,0,01d,4,2024-11-01,Friday,Unhealthy for Sensitive Groups,#FF9933,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 03:00:00+00:00,,,,,21,,20,1019,2.72,307,0,01d,3,2024-11-01,Friday,Unknown,#000000,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 02:00:00+00:00,,,,,20,,19,1020,2.42,306,0,04d,2,2024-11-01,Friday,Unknown,#000000,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 01:00:00+00:00,119.0,60.0,43.0,,19,,19,1020,1.91,304,0,04d,1,2024-11-01,Friday,Unhealthy for Sensitive Groups,#FF9933,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-11-01 00:00:00+00:00,66.0,24.0,17.0,,17,,21,1020,1.16,313,0,04d,0,2024-11-01,Friday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-10-31 23:00:00+00:00,75.0,31.0,22.0,,15,,24,1020,0.62,344,0,04d,23,2024-10-31,Thursday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-10-31 22:00:00+00:00,75.0,31.0,22.0,,13,,28,1020,0.88,345,0,04d,22,2024-10-31,Thursday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-10-31 21:00:00+00:00,92.0,44.0,31.0,,13,,27,1019,1.15,336,0,04n,21,2024-10-31,Thursday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-10-31 20:00:00+00:00,170.0,110.0,83.0,,13,,26,1019,1.19,343,0,04n,20,2024-10-31,Thursday,Unhealthy,#FF3333,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-10-31 19:00:00+00:00,,,,,14,,25,1018,1.09,330,0,04n,19,2024-10-31,Thursday,Unknown,#000000,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-10-31 18:00:00+00:00,,,,,14,,24,1018,1.01,332,0,04n,18,2024-10-31,Thursday,Unknown,#000000,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-10-31 17:00:00+00:00,158.0,88.0,65.0,,14,,24,1019,0.86,333,0,04n,17,2024-10-31,Thursday,Unhealthy,#FF3333,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-10-31 16:00:00+00:00,124.0,63.0,45.0,,15,,23,1019,1.0,341,0,03n,16,2024-10-31,Thursday,Unhealthy for Sensitive Groups,#FF9933,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-10-31 15:00:00+00:00,124.0,63.0,45.0,,15,,23,1019,1.16,327,0,01n,15,2024-10-31,Thursday,Unhealthy for Sensitive Groups,#FF9933,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,history,2024-10-31 14:00:00+00:00,112.0,56.0,40.0,,15,,24,1020,1.11,352,0,01n,14,2024-10-31,Thursday,Unhealthy for Sensitive Groups,#FF9933,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-02 13:00:00+00:00,69.0,27.0,,,20,,22,1018,2.94,288,0,01n,13,2024-11-02,Saturday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-02 14:00:00+00:00,69.0,27.0,21.55,66.67,20,19.0,23,1018,2.0,282,0,01n,14,2024-11-02,Saturday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-02 15:00:00+00:00,70.0,28.0,21.55,66.67,20,18.0,24,1018,1.0,278,0,01n,15,2024-11-02,Saturday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-02 16:00:00+00:00,70.0,28.0,21.55,66.67,19,18.0,25,1019,0.0,268,0,01n,16,2024-11-02,Saturday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-02 17:00:00+00:00,71.0,28.0,21.55,66.67,18,17.0,26,1019,1.0,274,0,01n,17,2024-11-02,Saturday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-02 18:00:00+00:00,71.0,29.0,21.55,66.67,17,17.0,28,1019,1.0,270,0,01n,18,2024-11-02,Saturday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-02 19:00:00+00:00,72.0,29.0,21.55,66.67,16,16.0,29,1019,1.0,266,0,01n,19,2024-11-02,Saturday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-02 20:00:00+00:00,72.0,29.0,21.55,66.67,16,16.0,30,1019,1.0,284,0,01n,20,2024-11-02,Saturday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-02 21:00:00+00:00,72.0,30.0,21.55,66.67,15,15.0,32,1018,0.0,291,0,01n,21,2024-11-02,Saturday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-02 22:00:00+00:00,73.0,30.0,21.55,66.67,15,15.0,33,1018,0.0,309,0,01n,22,2024-11-02,Saturday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-02 23:00:00+00:00,73.0,30.0,21.55,66.67,15,15.0,33,1018,0.0,321,0,01n,23,2024-11-02,Saturday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 00:00:00+00:00,56.0,17.0,11.55,21.91,14,14.0,34,1018,0.0,331,0,01n,0,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 01:00:00+00:00,55.0,16.0,11.55,21.91,14,14.0,35,1019,0.0,343,0,01n,1,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 02:00:00+00:00,55.0,16.0,11.55,21.91,14,14.0,36,1020,0.0,10,0,01d,2,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 03:00:00+00:00,55.0,16.0,11.55,21.91,17,17.0,30,1020,0.0,44,0,01d,3,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 04:00:00+00:00,55.0,16.0,11.55,21.91,19,19.0,26,1020,0.0,352,0,01d,4,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 05:00:00+00:00,55.0,16.0,11.55,21.91,21,21.0,23,1020,1.0,308,0,01d,5,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 06:00:00+00:00,55.0,16.0,11.55,21.91,22,22.0,22,1019,1.0,304,0,01d,6,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 07:00:00+00:00,55.0,16.0,11.55,21.91,23,23.0,20,1018,1.0,304,0,01d,7,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 08:00:00+00:00,55.0,16.0,11.55,21.91,24,24.0,19,1017,2.0,302,0,01d,8,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 09:00:00+00:00,55.0,16.0,11.55,21.91,24,24.0,19,1016,2.0,304,0,01d,9,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 10:00:00+00:00,55.0,16.0,11.55,21.91,24,24.0,18,1016,2.0,304,0,01d,10,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 11:00:00+00:00,55.0,16.0,11.55,21.91,24,24.0,18,1016,2.0,308,0,01d,11,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 12:00:00+00:00,55.0,16.0,11.55,21.91,24,24.0,20,1016,2.0,309,0,01d,12,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 13:00:00+00:00,55.0,16.0,11.55,21.91,21,21.0,23,1017,1.0,308,0,01n,13,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 14:00:00+00:00,55.0,16.0,11.55,21.91,20,20.0,25,1017,1.0,303,0,01n,14,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 15:00:00+00:00,55.0,16.0,11.55,21.91,20,20.0,26,1018,1.0,293,0,01n,15,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 16:00:00+00:00,55.0,16.0,11.55,21.91,19,19.0,28,1019,1.0,297,0,01n,16,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 17:00:00+00:00,55.0,16.0,11.55,21.91,18,18.0,29,1019,0.0,319,0,01n,17,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 18:00:00+00:00,55.0,16.0,11.55,21.91,17,17.0,30,1019,0.0,335,0,01n,18,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 19:00:00+00:00,55.0,16.0,11.55,21.91,17,17.0,31,1019,0.0,48,0,01n,19,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 20:00:00+00:00,55.0,16.0,11.55,21.91,16,16.0,32,1018,0.0,154,0,01n,20,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 21:00:00+00:00,55.0,16.0,11.55,21.91,16,16.0,33,1018,0.0,284,0,01n,21,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 22:00:00+00:00,55.0,16.0,11.55,21.91,16,16.0,33,1018,0.0,329,0,01n,22,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-03 23:00:00+00:00,55.0,16.0,11.55,21.91,15,15.0,34,1017,0.0,343,0,01n,23,2024-11-03,Sunday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 00:00:00+00:00,55.0,16.0,11.49,20.33,15,15.0,34,1018,0.0,4,0,01n,0,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 01:00:00+00:00,55.0,16.0,11.49,20.33,15,15.0,35,1018,1.0,16,0,01n,1,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 02:00:00+00:00,55.0,16.0,11.49,20.33,15,15.0,35,1019,1.0,33,0,01d,2,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 03:00:00+00:00,55.0,16.0,11.49,20.33,17,17.0,30,1019,1.0,37,0,01d,3,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 04:00:00+00:00,55.0,16.0,11.49,20.33,20,20.0,24,1019,0.0,351,0,01d,4,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 05:00:00+00:00,55.0,16.0,11.49,20.33,22,22.0,22,1018,1.0,308,0,01d,5,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 06:00:00+00:00,55.0,16.0,11.49,20.33,23,23.0,20,1018,1.0,301,0,01d,6,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 07:00:00+00:00,55.0,16.0,11.49,20.33,24,24.0,19,1016,2.0,296,0,01d,7,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 08:00:00+00:00,55.0,16.0,11.49,20.33,24,24.0,18,1015,2.0,302,0,01d,8,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 09:00:00+00:00,55.0,16.0,11.49,20.33,25,25.0,17,1014,2.0,305,0,01d,9,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 10:00:00+00:00,55.0,16.0,11.49,20.33,25,25.0,17,1014,2.0,306,0,01d,10,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 11:00:00+00:00,55.0,16.0,11.49,20.33,25,25.0,17,1014,2.0,308,0,01d,11,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 12:00:00+00:00,55.0,16.0,11.49,20.33,24,24.0,18,1014,2.0,307,0,01d,12,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 13:00:00+00:00,55.0,16.0,11.49,20.33,22,22.0,21,1015,2.0,305,0,01n,13,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 14:00:00+00:00,55.0,16.0,11.49,20.33,20,20.0,23,1016,2.0,304,0,01n,14,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 15:00:00+00:00,55.0,16.0,11.49,20.33,20,20.0,25,1017,1.0,299,0,01n,15,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 16:00:00+00:00,55.0,16.0,11.49,20.33,19,19.0,26,1017,1.0,278,0,01n,16,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 17:00:00+00:00,55.0,16.0,11.49,20.33,18,18.0,26,1017,1.0,273,0,01n,17,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 18:00:00+00:00,55.0,16.0,11.49,20.33,18,18.0,27,1017,1.0,281,0,01n,18,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 19:00:00+00:00,55.0,16.0,11.49,20.33,17,17.0,28,1017,0.0,283,0,01n,19,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 20:00:00+00:00,55.0,16.0,11.49,20.33,17,17.0,29,1016,0.0,295,0,01n,20,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 21:00:00+00:00,55.0,16.0,11.49,20.33,16,16.0,30,1016,0.0,304,0,01n,21,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 22:00:00+00:00,55.0,16.0,11.49,20.33,16,16.0,31,1016,0.0,303,0,01n,22,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-04 23:00:00+00:00,55.0,16.0,11.49,20.33,15,15.0,32,1016,0.0,322,0,01n,23,2024-11-04,Monday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 00:00:00+00:00,58.0,19.0,12.98,29.6,15,15.0,32,1016,0.0,6,0,01n,0,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 01:00:00+00:00,58.0,19.0,12.98,29.6,15,15.0,32,1017,0.0,22,0,01n,1,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 02:00:00+00:00,58.0,19.0,12.98,29.6,15,15.0,33,1017,0.0,42,0,01d,2,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 03:00:00+00:00,58.0,19.0,12.98,29.6,17,17.0,28,1018,0.0,51,0,01d,3,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 04:00:00+00:00,58.0,19.0,12.98,29.6,20,20.0,23,1018,0.0,17,0,01d,4,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 05:00:00+00:00,58.0,19.0,12.98,29.6,22,22.0,21,1018,0.0,304,0,01d,5,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 06:00:00+00:00,58.0,19.0,12.98,29.6,23,23.0,19,1017,1.0,303,0,01d,6,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 07:00:00+00:00,58.0,19.0,12.98,29.6,24,24.0,17,1016,1.0,304,0,01d,7,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 08:00:00+00:00,58.0,19.0,12.98,29.6,25,25.0,15,1015,2.0,303,0,01d,8,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 09:00:00+00:00,58.0,19.0,12.98,29.6,25,25.0,14,1014,2.0,303,0,01d,9,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 10:00:00+00:00,58.0,19.0,12.98,29.6,25,25.0,14,1014,2.0,305,0,01d,10,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 11:00:00+00:00,58.0,19.0,12.98,29.6,25,25.0,14,1014,2.0,306,0,01d,11,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 12:00:00+00:00,58.0,19.0,12.98,29.6,24,24.0,15,1015,1.0,305,0,01d,12,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 13:00:00+00:00,58.0,19.0,12.98,29.6,21,21.0,19,1015,1.0,310,0,01n,13,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 14:00:00+00:00,58.0,19.0,12.98,29.6,20,20.0,20,1016,0.0,303,0,01n,14,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 15:00:00+00:00,58.0,19.0,12.98,29.6,20,20.0,21,1017,0.0,287,0,01n,15,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 16:00:00+00:00,58.0,19.0,12.98,29.6,19,19.0,23,1017,0.0,283,0,01n,16,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 17:00:00+00:00,58.0,19.0,12.98,29.6,18,18.0,25,1018,0.0,287,0,01n,17,2024-11-05,Tuesday,Moderate,#FFCF01,
,Quetta,Balochistan,Pakistan,city,67.00141,30.18414,forecast,2024-11-05 18:00:00+00:00,58.0,19.0,12.98,29.6,18,18.0,26,1018,0.0,5,0,01n,18,2024-11-05,Tuesday,Moderate,#FFCF01,
